α,β,acc,rec,prec,method_name,size,percentage_of_known_labels,balanced,noise,trial
0.6,0.1,90.53606882859033,90.56082414535618,90.73814682889495,maximum,3560,0.15,true,0.0,3
0.8,0.0,89.11317008603574,89.11703903645419,89.43591456977707,standard,3560,0.15,true,0.0,3
0.9,0.0,89.14626075446725,89.17271662561812,89.25297589081293,p0.5,3560,0.15,true,0.0,3
0.9,0.0,77.89543348775645,77.96060078513119,78.95044693873484,SAGE_Max,3560,0.15,true,0.0,3
0.9,0.0,82.72667107875579,82.68905160285284,83.80992178129684,SAGE_GCN,3560,0.15,true,0.0,3
0.4,0.55,91.80731364275668,91.80334046415908,91.96863554995008,geometric,3560,0.2,true,0.0,3
0.7,0.25,91.13924050632912,91.14152417566763,91.3491401379602,arithmetic,3560,0.2,true,0.0,3
0.4,0.55,91.87763713080169,91.87406632830195,92.05978057880124,harmonic,3560,0.2,true,0.0,3
0.3,0.55,91.63150492264415,91.62518373751986,91.76236129688581,L^2,3560,0.2,true,0.0,3
0.7,0.1,90.78762306610409,90.77969489798706,91.05371090563291,maximum,3560,0.2,true,0.0,3
0.9,0.0,91.24472573839662,91.23610056329083,91.50542953602593,standard,3560,0.2,true,0.0,3
0.9,0.0,90.084388185654,90.11926969649761,90.1581144948137,p0.5,3560,0.2,true,0.0,3
0.9,0.0,84.0014064697609,83.9902440918466,84.56777407194747,SAGE_Max,3560,0.2,true,0.0,3
0.9,0.0,87.83403656821378,87.82110731401345,88.11272481301232,SAGE_GCN,3560,0.2,true,0.0,3
0.8,0.1,86.97454114860864,86.97010345563936,88.03722967807684,geometric,3560,0.05,true,0.0,4
0.8,0.1,87.92184724689164,87.91284684474489,88.44205175500271,arithmetic,3560,0.05,true,0.0,4
0.7,0.25,86.73771462403789,86.73871351012326,87.86112720209468,harmonic,3560,0.05,true,0.0,4
0.7,0.1,88.01065719360568,88.0010245124645,88.45237080732868,L^2,3560,0.05,true,0.0,4
0.5,0.25,88.27708703374778,88.26884006326388,88.72097492877403,maximum,3560,0.05,true,0.0,4
0.8,0.0,81.91237418590882,81.9195564280348,82.28365477385357,standard,3560,0.05,true,0.0,4
0.9,0.0,79.84014209591474,79.86190194750758,80.0095738450825,p0.5,3560,0.05,true,0.0,4
0.9,0.0,66.7554766133807,66.88521814121336,72.02694605356379,SAGE_Max,3560,0.05,true,0.0,4
0.9,0.0,81.02427471876851,81.06952602438359,83.05782679211696,SAGE_GCN,3560,0.05,true,0.0,4
0.7,0.25,90.21875,90.18554502999714,90.52527444904864,geometric,3560,0.1,true,0.0,4
0.8,0.1,90.125,90.10561433667763,90.29377350690052,arithmetic,3560,0.1,true,0.0,4
0.7,0.25,90.125,90.08804000383037,90.55169574327758,harmonic,3560,0.1,true,0.0,4
0.8,0.1,90.09375,90.0768332950845,90.2816445018893,L^2,3560,0.1,true,0.0,4
0.7,0.1,90.125,90.10134515187713,90.45402550007817,maximum,3560,0.1,true,0.0,4
0.9,0.0,88.375,88.31782952913744,88.7860413632046,standard,3560,0.1,true,0.0,4
0.9,0.0,88.21875,88.23932641435928,88.24008789507745,p0.5,3560,0.1,true,0.0,4
0.9,0.0,75.125,74.94423028313992,81.77175044678908,SAGE_Max,3560,0.1,true,0.0,4
0.9,0.0,81.5,81.41571189587388,82.63615392692132,SAGE_GCN,3560,0.1,true,0.0,4
0.3,0.55,91.16479152878888,91.18743621276508,91.20767129993817,geometric,3560,0.15,true,0.0,4
0.4,0.55,91.3633355393779,91.37880333042983,91.40067620533324,arithmetic,3560,0.15,true,0.0,4
0.5,0.4,91.69424222369292,91.71515040180871,91.7666038408797,harmonic,3560,0.15,true,0.0,4
0.3,0.55,91.16479152878888,91.17531620840116,91.20405740668444,L^2,3560,0.15,true,0.0,4
0.4,0.55,91.13170086035738,91.14113430044176,91.22442956695137,maximum,3560,0.15,true,0.0,4
0.8,0.0,89.34480476505625,89.36402396158883,89.49912199541879,standard,3560,0.15,true,0.0,4
0.9,0.0,89.04698874917273,89.0978698658522,89.19643130986502,p0.5,3560,0.15,true,0.0,4
0.9,0.0,77.76307081403044,77.72470415430087,79.93091167700962,SAGE_Max,3560,0.15,true,0.0,4
0.9,0.0,77.86234281932495,77.89303364182315,78.91747859012426,SAGE_GCN,3560,0.15,true,0.0,4
0.5,0.4,91.35021097046413,91.34205355063972,91.89462205012097,geometric,3560,0.2,true,0.0,4
0.3,0.55,91.20956399437412,91.19733108701725,91.67120833235664,arithmetic,3560,0.2,true,0.0,4
0.5,0.4,91.49085794655414,91.48134535801714,91.99881188254207,harmonic,3560,0.2,true,0.0,4
0.3,0.55,91.20956399437412,91.1993066291857,91.69887568127406,L^2,3560,0.2,true,0.0,4
0.4,0.55,90.85794655414908,90.84491393857842,91.4572823975931,maximum,3560,0.2,true,0.0,4
0.9,0.0,89.87341772151899,89.85766527251135,91.03511277688851,standard,3560,0.2,true,0.0,4
0.9,0.0,89.80309423347398,89.82739807163126,90.14113989020596,p0.5,3560,0.2,true,0.0,4
0.9,0.0,83.0520393811533,82.98560658889396,83.96189441578885,SAGE_Max,3560,0.2,true,0.0,4
0.9,0.0,87.51758087201125,87.45155014461949,88.17570735307041,SAGE_GCN,3560,0.2,true,0.0,4
0.8,0.1,87.4185908821788,87.37598447174719,88.51595375502447,geometric,3560,0.05,true,0.0,5
0.8,0.1,88.01065719360568,88.00174572667933,88.3714185888079,arithmetic,3560,0.05,true,0.0,5
0.7,0.25,86.6785079928952,86.63701918304531,88.24936408931445,harmonic,3560,0.05,true,0.0,5
0.7,0.1,87.89224393132031,87.88035430866519,88.27376002297692,L^2,3560,0.05,true,0.0,5
0.5,0.1,87.27057430432208,87.24305837436775,87.90841480345473,maximum,3560,0.05,true,0.0,5
0.8,0.0,81.91237418590882,81.94265092295971,82.64970967463806,standard,3560,0.05,true,0.0,5
0.9,0.0,81.91237418590882,81.98085626039008,82.12465888776788,p0.5,3560,0.05,true,0.0,5
0.9,0.0,60.8348134991119,60.86477134694312,67.61577220691596,SAGE_Max,3560,0.05,true,0.0,5
0.9,0.0,77.56068679692125,77.44072668587987,80.92107598353164,SAGE_GCN,3560,0.05,true,0.0,5
0.8,0.1,90.03125,90.01649171012474,90.28001768149116,geometric,3560,0.1,true,0.0,5
0.8,0.1,89.78125,89.77028500209053,89.97627477635989,arithmetic,3560,0.1,true,0.0,5
0.8,0.1,90.34375,90.32872079565789,90.642517846344,harmonic,3560,0.1,true,0.0,5
0.7,0.25,90.0,89.98688418251048,90.19113815853304,L^2,3560,0.1,true,0.0,5
0.5,0.25,89.65625,89.62736998227334,89.84465216864379,maximum,3560,0.1,true,0.0,5
0.9,0.0,87.53125,87.45775139837106,88.13531210902204,standard,3560,0.1,true,0.0,5
0.8,0.0,85.65625,85.67814022320403,85.83800218417569,p0.5,3560,0.1,true,0.0,5
0.8,0.0,71.59375,71.79890147217058,73.84142246047017,SAGE_Max,3560,0.1,true,0.0,5
0.8,0.0,82.375,82.30045974453371,83.68730925244255,SAGE_GCN,3560,0.1,true,0.0,5
0.7,0.25,91.13170086035738,91.14215193361065,91.25894798576775,geometric,3560,0.15,true,0.0,5
0.8,0.1,90.99933818663138,91.00960173537513,91.10919404199345,arithmetic,3560,0.15,true,0.0,5
0.7,0.25,91.26406353408339,91.27460443850833,91.38497456135235,harmonic,3560,0.15,true,0.0,5
0.7,0.1,90.83388484447386,90.84442232827966,90.92897842926467,L^2,3560,0.15,true,0.0,5
0.6,0.1,91.03242885506288,91.0432607656628,91.16786331620965,maximum,3560,0.15,true,0.0,5
0.9,0.0,89.80807412309728,89.80325171452839,90.01202093359362,standard,3560,0.15,true,0.0,5
0.8,0.0,88.35208471211119,88.39834434942762,88.39680147599991,p0.5,3560,0.15,true,0.0,5
0.8,0.0,80.50959629384514,80.5215557060155,82.20435842931802,SAGE_Max,3560,0.15,true,0.0,5
0.8,0.0,85.04301786896096,85.0308361658699,85.87708384045531,SAGE_GCN,3560,0.15,true,0.0,5
0.5,0.4,91.31504922644163,91.28777055191719,91.44052811227948,geometric,3560,0.2,true,0.0,5
0.4,0.4,91.20956399437412,91.1845253863057,91.32517833488504,arithmetic,3560,0.2,true,0.0,5
0.4,0.4,91.03375527426161,90.99525800094183,91.22605139814071,harmonic,3560,0.2,true,0.0,5
0.4,0.55,91.52601969057666,91.51061986323738,91.61891627690676,L^2,3560,0.2,true,0.0,5
0.3,0.4,90.89310829817158,90.86894305161628,91.07200688395312,maximum,3560,0.2,true,0.0,5
0.8,0.0,90.68213783403657,90.66698944967861,90.82691606603474,standard,3560,0.2,true,0.0,5
0.9,0.0,90.50632911392405,90.52331352128033,90.62987895410485,p0.5,3560,0.2,true,0.0,5
0.9,0.0,82.87623066104078,82.78833806517683,84.01468640328838,SAGE_Max,3560,0.2,true,0.0,5
0.9,0.0,87.9043600562588,87.85512778427517,88.81659942049205,SAGE_GCN,3560,0.2,true,0.0,5
