α,β,acc,rec,prec,method_name,size,percentage_of_known_labels,balanced,noise,trial,ratio
0.9,0.0,82.67477,94.68085,82.36962,SAGE_GCN,700,0.06,TRUE,0,7,3.0
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.09,TRUE,0,7,3.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.12,TRUE,0,7,3.0
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.15,TRUE,0,7,3.0
0.9,0.0,28.74564,50.60976,17.4977,SAGE_GCN,700,0.18,TRUE,0,7,3.0
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.21,TRUE,0,7,3.0
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.06,TRUE,0,8,3.0
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.09,TRUE,0,8,3.0
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.12,TRUE,0,8,3.0
0.9,0.0,57.98319,52.94118,36.34105,SAGE_GCN,700,0.15,TRUE,0,8,3.0
0.9,0.0,85.19164,99.2378,85.09767,SAGE_GCN,700,0.18,TRUE,0,8,3.0
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.21,TRUE,0,8,3.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.06,TRUE,0,9,3.0
0.9,0.0,83.98744,96.97802,82.8954,SAGE_GCN,700,0.09,TRUE,0,9,3.0
0.9,0.0,57.14286,50.0,28.61789,SAGE_GCN,700,0.12,TRUE,0,9,3.0
0.9,0.0,57.14286,50.0,28.61953,SAGE_GCN,700,0.15,TRUE,0,9,3.0
0.9,0.0,29.09408,51.82927,18.42206,SAGE_GCN,700,0.18,TRUE,0,9,3.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.21,TRUE,0,9,3.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.06,TRUE,0,10,3.0
0.9,0.0,32.33909,63.18681,31.77263,SAGE_GCN,700,0.09,TRUE,0,10,3.0
0.9,0.0,63.63636,61.36364,80.55556,SAGE_GCN,700,0.12,TRUE,0,10,3.0
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.15,TRUE,0,10,3.0
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.18,TRUE,0,10,3.0
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.21,TRUE,0,10,3.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.06,TRUE,0,1,3.5
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.09,TRUE,0,1,3.5
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.12,TRUE,0,1,3.5
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.15,TRUE,0,1,3.5
0.9,0.0,85.54007,99.69512,83.49598,SAGE_GCN,700,0.18,TRUE,0,1,3.5
0.9,0.0,80.1085,90.18987,79.89106,SAGE_GCN,700,0.21,TRUE,0,1,3.5
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.06,TRUE,0,2,3.5
0.9,0.0,84.77237,98.35165,82.67467,SAGE_GCN,700,0.09,TRUE,0,2,3.5
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.12,TRUE,0,2,3.5
0.9,0.0,57.14286,50.0,28.91156,SAGE_GCN,700,0.15,TRUE,0,2,3.5
0.9,0.0,57.31707,50.60976,31.82234,SAGE_GCN,700,0.18,TRUE,0,2,3.5
0.9,0.0,59.85533,59.49367,42.39266,SAGE_GCN,700,0.21,TRUE,0,2,3.5
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.06,TRUE,0,3,3.5
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.09,TRUE,0,3,3.5
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.12,TRUE,0,3,3.5
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.15,TRUE,0,3,3.5
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.18,TRUE,0,3,3.5
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.21,TRUE,0,3,3.5
0.9,0.0,59.57447,58.51064,41.67304,SAGE_GCN,700,0.06,TRUE,0,4,3.5
0.8,0.0,57.45683,51.0989,39.02711,SAGE_GCN,700,0.09,TRUE,0,4,3.5
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.12,TRUE,0,4,3.5
0.9,0.0,57.31092,50.58824,78.61953,SAGE_GCN,700,0.15,TRUE,0,4,3.5
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.18,TRUE,0,4,3.5
0.9,0.0,58.58951,55.06329,38.50414,SAGE_GCN,700,0.21,TRUE,0,4,3.5
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.06,TRUE,0,5,3.5
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.09,TRUE,0,5,3.5
0.9,0.0,28.57143,50.0,17.02128,SAGE_GCN,700,0.12,TRUE,0,5,3.5
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.15,TRUE,0,5,3.5
0.9,0.0,85.36585,99.39024,85.45455,SAGE_GCN,700,0.18,TRUE,0,5,3.5
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.21,TRUE,0,5,3.5
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.06,TRUE,0,6,3.5
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.09,TRUE,0,6,3.5
0.9,0.0,57.30519,50.56818,31.81306,SAGE_GCN,700,0.12,TRUE,0,6,3.5
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.15,TRUE,0,6,3.5
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.18,TRUE,0,6,3.5
0.9,0.0,59.6745,58.86076,42.64522,SAGE_GCN,700,0.21,TRUE,0,6,3.5
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.06,TRUE,0,7,3.5
0.9,0.0,84.92936,98.62637,86.56109,SAGE_GCN,700,0.09,TRUE,0,7,3.5
0.9,0.0,57.14286,50.0,29.93197,SAGE_GCN,700,0.12,TRUE,0,7,3.5
0.9,0.0,79.83193,89.70588,82.57919,SAGE_GCN,700,0.15,TRUE,0,7,3.5
0.9,0.0,57.49129,51.21951,33.34454,SAGE_GCN,700,0.18,TRUE,0,7,3.5
0.9,0.0,58.04702,53.16456,36.72308,SAGE_GCN,700,0.21,TRUE,0,7,3.5
0.9,0.0,83.89058,96.80851,83.56175,SAGE_GCN,700,0.06,TRUE,0,8,3.5
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.09,TRUE,0,8,3.5
0.9,0.0,57.30519,50.56818,37.18579,SAGE_GCN,700,0.12,TRUE,0,8,3.5
0.9,0.0,28.57143,50.0,17.81971,SAGE_GCN,700,0.15,TRUE,0,8,3.5
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.18,TRUE,0,8,3.5
0.9,0.0,67.26944,85.44304,58.70312,SAGE_GCN,700,0.21,TRUE,0,8,3.5
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.06,TRUE,0,9,3.5
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.09,TRUE,0,9,3.5
0.9,0.0,59.09091,56.81818,40.90909,SAGE_GCN,700,0.12,TRUE,0,9,3.5
0.9,0.0,84.53782,97.94118,87.75516,SAGE_GCN,700,0.15,TRUE,0,9,3.5
0.9,0.0,62.19512,67.68293,48.37333,SAGE_GCN,700,0.18,TRUE,0,9,3.5
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.21,TRUE,0,9,3.5
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.06,TRUE,0,10,3.5
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.09,TRUE,0,10,3.5
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.12,TRUE,0,10,3.5
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.15,TRUE,0,10,3.5
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.18,TRUE,0,10,3.5
0.9,0.0,33.99638,68.98734,37.46778,SAGE_GCN,700,0.21,TRUE,0,10,3.5
0.9,0.0,57.29483,50.53191,31.83248,SAGE_GCN,700,0.06,TRUE,0,1,4.0
0.9,0.0,34.69388,71.97802,34.94689,SAGE_GCN,700,0.09,TRUE,0,1,4.0
0.9,0.0,60.71429,62.5,45.64537,SAGE_GCN,700,0.12,TRUE,0,1,4.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.15,TRUE,0,1,4.0
0.9,0.0,62.89199,70.12195,50.17508,SAGE_GCN,700,0.18,TRUE,0,1,4.0
0.9,0.0,58.95118,56.32911,39.76097,SAGE_GCN,700,0.21,TRUE,0,1,4.0
0.9,0.0,57.14286,50.0,29.14729,SAGE_GCN,700,0.06,TRUE,0,2,4.0
0.9,0.0,84.92936,98.62637,84.56881,SAGE_GCN,700,0.09,TRUE,0,2,4.0
0.9,0.0,83.92857,96.875,87.41698,SAGE_GCN,700,0.12,TRUE,0,2,4.0
0.9,0.0,57.98319,52.94118,35.94237,SAGE_GCN,700,0.15,TRUE,0,2,4.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.18,TRUE,0,2,4.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.21,TRUE,0,2,4.0
0.8,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.06,TRUE,0,3,4.0
0.9,0.0,73.46939,78.57143,78.53643,SAGE_GCN,700,0.09,TRUE,0,3,4.0
0.9,0.0,85.87662,67.61364,91.12859,SAGE_GCN,700,0.12,TRUE,0,3,4.0
0.9,0.0,85.71429,100.0,84.40872,SAGE_GCN,700,0.15,TRUE,0,3,4.0
0.9,0.0,64.28571,75.0,53.01325,SAGE_GCN,700,0.18,TRUE,0,3,4.0
0.9,0.0,79.566,89.24051,86.82984,SAGE_GCN,700,0.21,TRUE,0,3,4.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.06,TRUE,0,4,4.0
0.9,0.0,57.29984,50.54945,31.81561,SAGE_GCN,700,0.09,TRUE,0,4,4.0
0.9,0.0,28.57143,50.0,16.08775,SAGE_GCN,700,0.12,TRUE,0,4,4.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.15,TRUE,0,4,4.0
0.9,0.0,85.54007,99.69512,84.60027,SAGE_GCN,700,0.18,TRUE,0,4,4.0
0.9,0.0,59.49367,58.22785,41.42679,SAGE_GCN,700,0.21,TRUE,0,4,4.0
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.06,TRUE,0,5,4.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.09,TRUE,0,5,4.0
0.9,0.0,57.62987,51.70455,36.44781,SAGE_GCN,700,0.12,TRUE,0,5,4.0
0.9,0.0,58.15126,53.52941,36.93603,SAGE_GCN,700,0.15,TRUE,0,5,4.0
0.9,0.0,36.23693,76.82927,41.77758,SAGE_GCN,700,0.18,TRUE,0,5,4.0
0.9,0.0,60.57866,62.02532,44.30516,SAGE_GCN,700,0.21,TRUE,0,5,4.0
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.06,TRUE,0,6,4.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.09,TRUE,0,6,4.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.12,TRUE,0,6,4.0
0.9,0.0,85.54622,99.70588,86.32005,SAGE_GCN,700,0.15,TRUE,0,6,4.0
0.9,0.0,58.7108,55.4878,39.34586,SAGE_GCN,700,0.18,TRUE,0,6,4.0
0.9,0.0,39.96383,89.87342,52.78202,SAGE_GCN,700,0.21,TRUE,0,6,4.0
0.9,0.0,79.33131,88.82979,84.02177,SAGE_GCN,700,0.06,TRUE,0,7,4.0
0.9,0.0,85.40031,99.45055,84.17476,SAGE_GCN,700,0.09,TRUE,0,7,4.0
0.9,0.0,57.62987,51.70455,34.12295,SAGE_GCN,700,0.12,TRUE,0,7,4.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.15,TRUE,0,7,4.0
0.9,0.0,60.27875,60.97561,43.60698,SAGE_GCN,700,0.18,TRUE,0,7,4.0
0.9,0.0,57.86618,52.53165,35.56936,SAGE_GCN,700,0.21,TRUE,0,7,4.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.06,TRUE,0,8,4.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.09,TRUE,0,8,4.0
0.9,0.0,57.14286,50.0,28.94737,SAGE_GCN,700,0.12,TRUE,0,8,4.0
0.9,0.0,28.7395,50.58824,20.24891,SAGE_GCN,700,0.15,TRUE,0,8,4.0
0.9,0.0,85.54007,99.69512,86.47925,SAGE_GCN,700,0.18,TRUE,0,8,4.0
0.9,0.0,85.71429,100.0,84.82153,SAGE_GCN,700,0.21,TRUE,0,8,4.0
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.06,TRUE,0,9,4.0
0.9,0.0,85.5573,99.72527,84.54431,SAGE_GCN,700,0.09,TRUE,0,9,4.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.12,TRUE,0,9,4.0
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.15,TRUE,0,9,4.0
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.18,TRUE,0,9,4.0
0.9,0.0,85.53345,99.68354,84.74589,SAGE_GCN,700,0.21,TRUE,0,9,4.0
0.6,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.06,TRUE,0,10,4.0
0.9,0.0,85.71429,100.0,84.47835,SAGE_GCN,700,0.09,TRUE,0,10,4.0
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.12,TRUE,0,10,4.0
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.15,TRUE,0,10,4.0
0.9,0.0,85.71429,100.0,85.64027,SAGE_GCN,700,0.18,TRUE,0,10,4.0
0.9,0.0,58.22785,53.79747,37.26013,SAGE_GCN,700,0.21,TRUE,0,10,4.0
