α,β,acc,rec,prec,method_name,size,percentage_of_known_labels,balanced,noise,trial
0.9,0.0,76.5525344075193,76.5525344075193,76.71555418098218,SAGE_GCN,60000,0.007,true,0.0,3
0.4,0.55,79.9899091826438,79.98990918264379,79.67315137318158,geometric,60000,0.009,true,0.0,3
0.5,0.4,80.0067272115708,80.00672721157078,79.67095394998945,arithmetic,60000,0.009,true,0.0,3
0.4,0.55,79.91590985536496,79.91590985536496,79.61019090010124,harmonic,60000,0.009,true,0.0,3
0.3,0.55,79.97140935082409,79.97140935082409,79.62583145709672,L^2,60000,0.009,true,0.0,3
0.7,0.25,80.11604439959636,80.11604439959635,79.75567939159076,maximum,60000,0.009,true,0.0,3
0.9,0.0,79.28018836192399,79.28018836192399,78.89696654391976,standard,60000,0.009,true,0.0,3
0.9,0.0,72.2267070299361,72.2267070299361,73.09331220274969,p0.5,60000,0.009,true,0.0,3
0.9,0.0,74.17255297679112,74.17255297679111,74.5860638805331,SAGE_Max,60000,0.009,true,0.0,3
0.9,0.0,78.610830810629,78.610830810629,78.47005836375753,SAGE_GCN,60000,0.009,true,0.0,3
0.4,0.55,70.81247914581247,70.81247914581247,71.619325075715,geometric,60000,0.001,true,0.0,4
0.4,0.55,71.32966299632967,71.32966299632966,72.05544966152625,arithmetic,60000,0.001,true,0.0,4
0.4,0.55,70.52218885552219,70.52218885552219,71.36059135506795,harmonic,60000,0.001,true,0.0,4
0.7,0.25,71.26793460126794,71.26793460126794,72.15189898522976,L^2,60000,0.001,true,0.0,4
0.4,0.55,71.69169169169169,71.6916916916917,72.40628782462265,maximum,60000,0.001,true,0.0,4
0.9,0.0,70.26192859526192,70.2619285952619,70.78134421032883,standard,60000,0.001,true,0.0,4
0.9,0.0,31.498164831498165,31.498164831498165,65.8124865133239,p0.5,60000,0.001,true,0.0,4
0.9,0.0,57.772772772772775,57.772772772772775,59.45573089657048,SAGE_Max,60000,0.001,true,0.0,4
0.9,0.0,65.98598598598599,65.98598598598599,66.90236934560549,SAGE_GCN,60000,0.001,true,0.0,4
0.7,0.25,73.50718823136076,73.50718823136077,74.06615821140325,geometric,60000,0.003,true,0.0,4
0.4,0.55,74.42995653627548,74.4299565362755,74.71237765370492,arithmetic,60000,0.003,true,0.0,4
0.4,0.55,73.95854229354731,73.9585422935473,74.41002916029038,harmonic,60000,0.003,true,0.0,4
0.4,0.55,74.46840521564694,74.46840521564694,74.68082640590174,L^2,60000,0.003,true,0.0,4
0.7,0.25,72.56937479103979,72.56937479103978,72.94608664637457,maximum,60000,0.003,true,0.0,4
0.9,0.0,73.75961216984285,73.75961216984287,74.04861332726398,standard,60000,0.003,true,0.0,4
0.9,0.0,50.14710799063858,50.14710799063858,66.14520289797866,p0.5,60000,0.003,true,0.0,4
0.9,0.0,68.84486793714477,68.84486793714476,69.61426195806541,SAGE_Max,60000,0.003,true,0.0,4
0.9,0.0,69.79605483116015,69.79605483116015,70.7154545751867,SAGE_GCN,60000,0.003,true,0.0,4
0.7,0.25,77.1105527638191,77.1105527638191,76.85674277741914,geometric,60000,0.005,true,0.0,4
0.4,0.55,77.78894472361809,77.78894472361809,77.47564044534954,arithmetic,60000,0.005,true,0.0,4
0.7,0.25,77.14405360134003,77.14405360134003,76.94032032458664,harmonic,60000,0.005,true,0.0,4
0.7,0.1,76.50586264656617,76.50586264656616,76.18772733758318,L^2,60000,0.005,true,0.0,4
0.7,0.25,77.29815745393634,77.29815745393634,76.95782870746021,maximum,60000,0.005,true,0.0,4
0.9,0.0,76.33668341708542,76.33668341708541,76.10112897589414,standard,60000,0.005,true,0.0,4
0.9,0.0,61.39028475711893,61.39028475711893,68.32544557502803,p0.5,60000,0.005,true,0.0,4
0.9,0.0,71.45896147403685,71.45896147403687,72.40370646566198,SAGE_Max,60000,0.005,true,0.0,4
0.9,0.0,74.76046901172529,74.76046901172529,76.02581156492386,SAGE_GCN,60000,0.005,true,0.0,4
0.4,0.55,78.47767707284324,78.47767707284324,78.18855626127184,geometric,60000,0.007,true,0.0,4
0.4,0.55,78.8318227593152,78.8318227593152,78.54546299408825,arithmetic,60000,0.007,true,0.0,4
0.4,0.55,78.41725411211816,78.41725411211816,78.14406079928129,harmonic,60000,0.007,true,0.0,4
0.5,0.4,78.70762000671367,78.70762000671365,78.40723631735094,L^2,60000,0.007,true,0.0,4
0.3,0.55,78.4978180597516,78.4978180597516,78.1732982878184,maximum,60000,0.007,true,0.0,4
0.9,0.0,77.55287009063444,77.55287009063446,77.24881695840973,standard,60000,0.007,true,0.0,4
0.9,0.0,66.68177240684794,66.68177240684794,73.0452406734598,p0.5,60000,0.007,true,0.0,4
0.9,0.0,70.8257804632427,70.82578046324271,74.14732818579472,SAGE_Max,60000,0.007,true,0.0,4
0.9,0.0,75.3423967774421,75.3423967774421,75.38599155468664,SAGE_GCN,60000,0.007,true,0.0,4
0.4,0.55,78.9656912209889,78.96569122098892,78.7014296938812,geometric,60000,0.009,true,0.0,4
0.5,0.4,78.99091826437942,78.99091826437942,78.69825616881847,arithmetic,60000,0.009,true,0.0,4
0.4,0.55,78.97410023545241,78.9741002354524,78.72287887091186,harmonic,60000,0.009,true,0.0,4
0.7,0.25,79.05819038008745,79.05819038008744,78.69949062745715,L^2,60000,0.009,true,0.0,4
0.4,0.55,78.35856037672386,78.35856037672384,77.90647345238798,maximum,60000,0.009,true,0.0,4
0.9,0.0,78.12815338042381,78.12815338042383,77.88272045024043,standard,60000,0.009,true,0.0,4
0.9,0.0,73.47124117053482,73.47124117053482,74.05283272756103,p0.5,60000,0.009,true,0.0,4
0.9,0.0,72.63706693575513,72.63706693575513,73.5197579600077,SAGE_Max,60000,0.009,true,0.0,4
0.9,0.0,75.62058526740665,75.62058526740665,76.87417043227211,SAGE_GCN,60000,0.009,true,0.0,4
0.4,0.55,73.01634968301634,73.01634968301636,73.67168156455153,geometric,60000,0.001,true,0.0,5
0.4,0.55,74.07240573907241,74.07240573907241,74.49040109154411,arithmetic,60000,0.001,true,0.0,5
0.4,0.55,72.73940607273941,72.73940607273943,73.43404618287205,harmonic,60000,0.001,true,0.0,5
0.4,0.55,74.50784117450783,74.50784117450783,74.78651869147562,L^2,60000,0.001,true,0.0,5
0.4,0.55,74.40607273940607,74.40607273940608,74.36520349869704,maximum,60000,0.001,true,0.0,5
0.9,0.0,72.03703703703704,72.03703703703702,72.43279972058774,standard,60000,0.001,true,0.0,5
0.9,0.0,34.67300633967301,34.67300633967301,65.49290474956317,p0.5,60000,0.001,true,0.0,5
0.9,0.0,59.77477477477478,59.77477477477478,62.7073263308897,SAGE_Max,60000,0.001,true,0.0,5
0.9,0.0,60.8742075408742,60.8742075408742,63.11485086607848,SAGE_GCN,60000,0.001,true,0.0,5
0.4,0.55,74.29120695419591,74.29120695419591,74.44786005262524,geometric,60000,0.003,true,0.0,5
0.4,0.55,74.54028752925443,74.54028752925443,74.6281319213777,arithmetic,60000,0.003,true,0.0,5
0.4,0.55,74.26446004680709,74.26446004680709,74.40370737917942,harmonic,60000,0.003,true,0.0,5
0.4,0.55,74.54697425610163,74.54697425610163,74.61285643893224,L^2,60000,0.003,true,0.0,5
0.7,0.25,73.45369441658308,73.45369441658308,72.56424216722509,maximum,60000,0.003,true,0.0,5
0.9,0.0,73.92510865931126,73.92510865931126,73.99700520194136,standard,60000,0.003,true,0.0,5
0.9,0.0,51.399197592778336,51.399197592778336,64.74278445431338,p0.5,60000,0.003,true,0.0,5
0.9,0.0,72.07121364092276,72.07121364092276,72.51606639778466,SAGE_Max,60000,0.003,true,0.0,5
0.9,0.0,73.64259445001672,73.64259445001672,73.0311500648283,SAGE_GCN,60000,0.003,true,0.0,5
0.4,0.55,78.01172529313233,78.01172529313234,77.73632532539501,geometric,60000,0.005,true,0.0,5
0.4,0.55,78.34003350083752,78.3400335008375,78.032745736913,arithmetic,60000,0.005,true,0.0,5
0.7,0.25,77.76716917922948,77.76716917922947,77.57606975794965,harmonic,60000,0.005,true,0.0,5
0.7,0.25,78.04857621440536,78.04857621440536,77.76753865847887,L^2,60000,0.005,true,0.0,5
0.7,0.25,76.80234505862646,76.80234505862646,76.43765798379874,maximum,60000,0.005,true,0.0,5
0.9,0.0,77.40871021775544,77.40871021775544,77.03244490168728,standard,60000,0.005,true,0.0,5
0.9,0.0,61.08040201005025,61.08040201005025,69.3059583654746,p0.5,60000,0.005,true,0.0,5
0.9,0.0,70.87102177554439,70.87102177554438,71.28473749714801,SAGE_Max,60000,0.005,true,0.0,5
0.9,0.0,75.7252931323283,75.7252931323283,75.60427184197428,SAGE_GCN,60000,0.005,true,0.0,5
0.7,0.25,77.87512588116817,77.87512588116816,77.88376214145863,geometric,60000,0.007,true,0.0,5
0.7,0.25,78.19066800939912,78.19066800939913,78.14649326859329,arithmetic,60000,0.007,true,0.0,5
0.7,0.25,77.79624034911043,77.79624034911043,77.82335775617237,harmonic,60000,0.007,true,0.0,5
0.7,0.25,78.31990600872776,78.31990600872776,78.24576414551376,L^2,60000,0.007,true,0.0,5
0.5,0.4,78.12688821752266,78.12688821752265,77.93379650889254,maximum,60000,0.007,true,0.0,5
0.9,0.0,77.54783484390735,77.54783484390735,77.44167829932131,standard,60000,0.007,true,0.0,5
0.9,0.0,65.45485062101376,65.45485062101378,73.35420091518843,p0.5,60000,0.007,true,0.0,5
0.9,0.0,72.13158778113461,72.13158778113461,72.80582565883508,SAGE_Max,60000,0.007,true,0.0,5
0.9,0.0,75.98187311178248,75.98187311178248,76.79169328591114,SAGE_GCN,60000,0.007,true,0.0,5
0.4,0.55,79.69391187352842,79.69391187352842,79.81089373159293,geometric,60000,0.009,true,0.0,5
0.4,0.55,79.90581903800874,79.90581903800874,79.78989100351922,arithmetic,60000,0.009,true,0.0,5
0.4,0.55,79.58627648839555,79.58627648839555,79.73903974110732,harmonic,60000,0.009,true,0.0,5
0.4,0.55,79.87891019172552,79.87891019172552,79.68209580972838,L^2,60000,0.009,true,0.0,5
0.4,0.55,79.56609485368314,79.56609485368314,79.12494909166627,maximum,60000,0.009,true,0.0,5
0.9,0.0,78.90178271106626,78.90178271106626,79.04195588589641,standard,60000,0.009,true,0.0,5
0.9,0.0,71.47494113689875,71.47494113689876,72.82981841191776,p0.5,60000,0.009,true,0.0,5
0.9,0.0,74.3239152371342,74.3239152371342,73.09791142481596,SAGE_Max,60000,0.009,true,0.0,5
0.9,0.0,75.90985536495123,75.90985536495121,76.44867278825036,SAGE_GCN,60000,0.009,true,0.0,5
